""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material_id"	"additional_exposure_material"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_date"	"publication_reference_url"	"signature_source"	"signature_source_url"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"sig_subm_id"	"sig_row_id"	"row_key"	"signature_file"	"signature_file_complete"	"target_pathogen_taxonid_1"	"target_pathogen_taxonid_2"	"target_pathogen_taxonid_3"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"FAM104A"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"FAM104A"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"FAM117B"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"FAM117B"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"FAM13B"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"FAM13B"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"CMTR2"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"FTSJD1"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"GLUD1"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"GLUD1"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"HDAC2"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"HDAC2"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"HMGCS1"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"HMGCS1"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"HSDL2"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"HSDL2"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"PPP4R3A"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"PPP4R3A"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"KRCC1"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"KRCC1"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"CERS6"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"LASS6"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"MKKS"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"MKKS"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"NIN"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"NIN"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"NIPBL"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"NIPBL"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"NOC3L"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"NOC3L"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"RPRD1A"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"P15RS"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"PDS5A"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"PDS5A"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"PIGN"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"PIGN"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"PPM1B"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"PPM1B"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"PUM2"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"PUM2"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"RAB33B"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"RAB33B"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"RAB8B"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"RAB8B"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"RFX7"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"RFX7"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"RNF20"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"RNF20"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"SERBP1"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"SERBP1"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"SLC38A2"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"SLC38A2"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"SLMAP"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"SLMAP"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"STAT5A"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"STAT5A"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"TOP2B"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"TOP2B"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"TRAK2"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"TRAK2"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"TXNDC9"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"TXNDC9"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"UPF2"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"UPF2"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"USP38"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"USP38"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
""	"hipc_vac_gene_25596819_8"	"2015.01.19"	"hipc_vac_gene_25596819_8"	"VPS41"	""	"subgroup nonresponders"	"21"	"30"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"VPS41"	"N"	"gene expression"	"up"	"28d vs 0d"	"time of vaccination"	"28"	"days"	"VO:0004810"	""	"2011"	""	""	""	"25596819"	"2015"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=25596819"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4356402/#SD1' target='_blank'>#SD1</a>"	""	"174"	"174"	"8"	"276"	"25596819_8_276"	"hipc_vac_gene_sig_25596819_8.txt"	"hipc_vac_gene_sig_complete_25596819_8.txt"	"1316510"	"654811"	"604436"
