""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material_id"	"additional_exposure_material"	"target_pathogen_taxonid"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_date"	"publication_reference_url"	"signature_source"	"signature_source_url"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"sig_subm_id"	"sig_row_id"	"row_key"	"signature_file"	"signature_file_complete"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"RPL10A"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"RPL10A"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"RPL12"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"RPL12"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"RPL13"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"RPL13"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"RPL13A"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"RPL13A"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"RPL14"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"RPL14"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"RPL23A"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"RPL23A"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"RPL35"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"RPL35"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"RPL37"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"RPL37"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"RPL9"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"RPL9"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"RPS10"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"RPS10"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"RPS15A"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"RPS15A"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"RPS16"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"RPS16"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"RPS18"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"RPS18"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"RPS21"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"RPS21"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"RPS27"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"RPS27"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"RPS28"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"RPS28"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"RPS29"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"RPS29"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"RPS3A"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"RPS3A"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"RPS4Y1"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"RPS4Y1"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"SAE1"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"SAE1"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"SKAP1"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"SCAP1"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"SERPINF1"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"SERPINF1"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"SH2D1A"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"SH2D1A"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"PUF60"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"PUF60"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"SLC38A1"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"SLC38A1"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"SMPD1"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"SMPD1"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"SNRPN"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"SNRPN"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"SORL1"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"SORL1"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"SOX10"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"SOX10"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"SPIB"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"SPIB"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"SPOCK2"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"SPOCK2"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"SPTBN1"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"SPTBN1"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
""	"hipc_vac_gene_17651872_4"	"2007.07.27"	"hipc_vac_gene_17651872_4"	"SRPK2"	""	""	"18"	"32"	"years"	"24"	"peripheral blood mononuclear cell"	"CL:2000001"	"SRPK2"	"N"	"gene expression"	"down"	"5d to 7d vs 0d"	"time of vaccination"	"5 to 7"	"days"	"VO:0004808"	""	"10245"	""	""	""	""	"17651872"	"2007"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=17651872"	"Suppl Table 1"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2211276/bin/NIHMS29119-supplement-sup_tbl1.xls' target='_blank'>supplement-sup_tbl1.xls</a>"	""	"192"	"190"	"4"	"116"	"17651872_4_116"	"hipc_vac_gene_sig_17651872_4.txt"	"hipc_vac_gene_sig_complete_17651872_4.txt"
