""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material_id"	"additional_exposure_material"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_reference_url"	"publication_date"	"signature_source"	"signature_source_url"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"sig_subm_id"	"sig_row_id"	"row_key"	"signature_file"	"signature_file_complete"	"target_pathogen_taxonid_1"	"target_pathogen_taxonid_2"	"target_pathogen_taxonid_3"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"IQGAP1"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"IQGAP1"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"TMBIM6"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"TMBIM6"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"HSPD1"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"HSPD1"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"PAFAH1B1"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"PAFAH1B1"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"LAMP2"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"LAMP2"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"ZNF207"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"ZNF207"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"PSMD2"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"PSMD2"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"SCD"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"SCD"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"EPRS1"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"EPRS"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"PRDX6"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"PRDX6"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"CNOT1"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"CNOT1"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"S100A10"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"S100A10"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"NOP56"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"NOP56"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"CCT4"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"CCT4"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"PSMD4"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"PSMD4"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"M6PR"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"M6PR"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"TACC1"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"TACC1"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"BTG1"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"BTG1"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"VCL"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"VCL"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"HSBP1"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"HSBP1"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"SEC31A"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"SEC31A"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"CCND2"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"CCND2"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"SERP1"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"SERP1"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"IPO7"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"IPO7"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"EIF1AX"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"EIF1AX"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"HADH"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"HADH"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"SMARCC1"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"SMARCC1"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"KPNA2"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"KPNA2"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"ARF4"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"ARF4"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"USP9X"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"USP9X"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"CSE1L"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"CSE1L"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
""	"hipc_vac_gene_21743478_22"	"2011.07.12"	"hipc_vac_gene_21743478_22"	"PJA2"	""	""	"18"	"50"	"years"	""	"plasmacytoid dendritic cell"	"CL:0000784"	"PJA2"	"N"	"gene expression"	"up"	"7d vs 0d"	"time of vaccination"	"7"	"days"	"VO:0000044"	""	"2008"	""	""	""	"21743478"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"2011"	"Supplementary Table 2a: LAIV-pDC"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-3.xlsx' target='_blank'>supplement-3.xlsx</a>"	""	"1376"	"1219"	"22"	"299"	"21743478_22_299"	"hipc_vac_gene_sig_21743478_22.txt"	"hipc_vac_gene_sig_complete_21743478_22.txt"	"504904"	"476294"	"461739"
