""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"additional_exposure_material"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_date"	"publication_reference_url"	"signature_source"	"signature_source_url"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"sig_subm_id"	"sig_row_id"	"row_key"	"signature_file"	"signature_file_complete"	"exposure_material_id_1"	"exposure_material_id_2"	"target_pathogen_taxonid_1"	"target_pathogen_taxonid_2"	"target_pathogen_taxonid_3"	"target_pathogen_taxonid_4"	"target_pathogen_taxonid_5"	"target_pathogen_taxonid_6"	"target_pathogen_taxonid_7"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"GPRASP1"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"GPRASP1"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"GNE"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"GNE"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"STAT4"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"STAT4"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"ZNF136"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"ZNF136"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"KPNA5"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"KPNA5"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"SLC16A7"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"SLC16A7"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"TGFBR2"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"TGFBR2"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"EZR"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"EZR"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"MED21"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"MED21"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"PTS"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"PTS"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"NR1D2"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"NR1D2"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"SF1"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"SF1"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"ZMYM2"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"ZMYM2"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"CAMK4"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CAMK4"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"PPM1A"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"PPM1A"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"GOLGA8A"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"GOLGA8A"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"GOLGA8B"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"GOLGA8B"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"LEF1"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"LEF1"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"PIK3R1"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"PIK3R1"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"ENDOD1"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"ENDOD1"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"CLASP1"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"CLASP1"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"ZEB1"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"ZEB1"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"SUPV3L1"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"SUPV3L1"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"ZFR"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"ZFR"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
""	"hipc_vac_gene_21743478_13"	"2011.07.12"	"hipc_vac_gene_21743478_13"	"NGDN"	""	""	"18"	"50"	"years"	""	"peripheral blood mononuclear cell"	"CL:2000001"	"NGDN"	"N"	"gene expression"	"negatively correlated"	"HAI response at 28d"	"time of vaccination"	"3"	"days"	""	"2008, 2007, 2009"	""	""	""	"21743478"	"2011"	"https://www.ncbi.nlm.nih.gov/pubmed/?term=21743478"	"Suppl Table 5"	"<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3140559/bin/NIHMS301940-supplement-6.xlsx' target='_blank'>supplement-6.xlsx</a>"	"Supplementary Table 5: All genes whose expression (d3/d0 or d7/d0) correlates to the fold increase in HAI titers (d28/d0)."	"429"	"364"	"13"	"242"	"21743478_13_242"	"hipc_vac_gene_sig_21743478_13.txt"	"hipc_vac_gene_sig_complete_21743478_13.txt"	"VO:0000045"	"VO:0000046"	"464623"	"393902"	"464417"	"504904"	"476294"	"461739"	"604436"
