""	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"response_component_original"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material"	"exposure_material_id"	"additional_exposure_material"	"target_pathogen"	"vaccine_year"	"adjuvant"	"route"	"scheduling"	"publication_reference_id"	"publication_date"	"publication_reference_url"	"signature_source"	"signature_source_url"	"comments"	"cell_ontology_id"	"pro_ontology_id"	"response_comp_orig_cnt"	"response_comp_cnt"	"subm_obs_id"	"uniq_obs_id"	"row_key"
""	"CD4-positive, alpha-beta memory T cell & IL2+, BCL2+, VZV-specific"	""	""	"60"	"80"	"years"	"33"	"peripheral blood mononuclear cell"	"CL:2000001"	"memory T cells VZV-specific CD4+ IL2+ BCL2+"	"cell type frequency"	"up"	"30d vs 0d"	"time of vaccination (first dose)"	"30"	"days"	"Zostavax"	"VO:0000124"	""	"human alphaherpesvirus 3"	""	""	""	""	"28607114"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/"	"Fig 1b"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/figure/F1/"	""	"CL:0000897"	"PR:000001379, PR:000002307 "	"1"	"1"	"9"	"146"	"28607114_9_146"
""	"CD4-positive, alpha-beta memory T cell & IL2+, BCL2+, VZV-specific"	""	""	"25"	"40"	"years"	"25"	"peripheral blood mononuclear cell"	"CL:2000001"	"memory T cells VZV-specific CD4+ IL2+ BCL2+"	"cell type frequency"	"down"	"180d vs 0d"	"time of vaccination (first dose)"	"180"	"days"	"Zostavax"	"VO:0000124"	""	"human alphaherpesvirus 3"	""	""	""	""	"28607114"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/"	"Fig 1b"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/figure/F1/"	""	"CL:0000897"	"PR:000001379, PR:000002307 "	"1"	"1"	"10"	"147"	"28607114_10_147"
""	"CD4-positive, alpha-beta memory T cell & IL2+, BCL2+, VZV-specific"	""	""	"60"	"80"	"years"	"33"	"peripheral blood mononuclear cell"	"CL:2000001"	"memory T cells VZV-specific CD4+ IL2+ BCL2+"	"cell type frequency"	"up"	"180d vs 0d"	"time of vaccination (first dose)"	"180"	"days"	"Zostavax"	"VO:0000124"	""	"human alphaherpesvirus 3"	""	""	""	""	"28607114"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/"	"Fig 1b"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/figure/F1/"	""	"CL:0000897"	"PR:000001379, PR:000002307 "	"1"	"1"	"11"	"148"	"28607114_11_148"
""	"CD8-positive, alpha-beta T cell & dual-function, VZV-specific"	""	""	"25"	"40"	"years"	"25"	"peripheral blood mononuclear cell"	"CL:2000001"	"T cells Dual-function VZV-specific CD8+"	"cell type frequency"	"up"	"7d vs 0d"	"time of vaccination (first dose)"	"7"	"days"	"Zostavax"	"VO:0000124"	"ex-vivo restimulation with live VZV"	"human alphaherpesvirus 3"	""	""	""	""	"28607114"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/"	"Fig 2b"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/figure/F2/"	""	"CL:0000625"	""	"1"	"1"	"12"	"149"	"28607114_12_149"
""	"CD8-positive, alpha-beta T cell & CD69+, VZV-specific, CD57+"	""	""	"25"	"80"	"years"	"58"	"peripheral blood mononuclear cell"	"CL:2000001"	"VZV-specific CD8+ CD69+ CD57+ cells"	"cell type frequency"	"up"	"old adults vs young adults"	"time of vaccination (first dose)"	"0"	"days"	"Zostavax"	"VO:0000124"	"ex-vivo restimulation with live VZV"	"human alphaherpesvirus 3"	""	""	""	""	"28607114"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/"	"Fig 3a-b"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/figure/F3/"	""	"CL:0000625"	"PR:000001343"	"1"	"1"	"13"	"150"	"28607114_13_150"
""	"CD8-positive, alpha-beta T cell & CD69+, PD-1+, VZV-specific"	""	""	"25"	"80"	"years"	"58"	"peripheral blood mononuclear cell"	"CL:2000001"	"VZV-specific CD8+ CD69+ PD1+ cells"	"cell type frequency"	"up"	"old adults vs young adults"	"time of vaccination (first dose)"	"0"	"days"	"Zostavax"	"VO:0000124"	"ex-vivo restimulation with live VZV"	"human alphaherpesvirus 3"	""	""	""	""	"28607114"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/"	"Fig 3a-b"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/figure/F3/"	""	"CL:0000625"	"PR:000001343, PR:000001919"	"1"	"1"	"14"	"151"	"28607114_14_151"
""	"CD8-positive, alpha-beta T cell & CD69+, VZV-specific, CD57+"	""	""	"25"	"80"	"years"	"58"	"peripheral blood mononuclear cell"	"CL:2000001"	"VZV-specific CD8+ CD69+ CD57+ cells"	"cell type frequency"	"up"	"old adults vs young adults"	"time of vaccination (first dose)"	"7"	"days"	"Zostavax"	"VO:0000124"	"ex-vivo restimulation with live VZV"	"human alphaherpesvirus 3"	""	""	""	""	"28607114"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/"	"Fig 3b"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/figure/F3/"	""	"CL:0000625"	"PR:000001343"	"1"	"1"	"15"	"152"	"28607114_15_152"
""	"CD8-positive, alpha-beta T cell & CD69+, VZV-specific, CD57+"	""	""	"25"	"80"	"years"	"58"	"peripheral blood mononuclear cell"	"CL:2000001"	"VZV-specific CD8+ CD69+ CD57+ cells"	"cell type frequency"	"up"	"old adults vs young adults"	"time of vaccination (first dose)"	"30"	"days"	"Zostavax"	"VO:0000124"	"ex-vivo restimulation with live VZV"	"human alphaherpesvirus 3"	""	""	""	""	"28607114"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/"	"Fig 3b"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/figure/F3/"	""	"CL:0000625"	"PR:000001343"	"1"	"1"	"16"	"153"	"28607114_16_153"
""	"CD4-positive, alpha-beta T cell & CD69+, PD-1+, CD57+, VZV-specific"	""	"subgroup older adults"	"60"	"80"	"years"	"33"	"peripheral blood mononuclear cell"	"CL:2000001"	"VZV-specific CD4+ CD69+ CD57+ PD1+ cells"	"cell type frequency"	"negatively correlated"	"VZV-specific RCF post-vaccination at 30d vs 0d"	"time of vaccination (first dose)"	"30"	"days"	"Zostavax"	"VO:0000124"	"ex-vivo restimulation with live VZV"	"human alphaherpesvirus 3"	""	""	""	""	"28607114"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/"	"Fig 4"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/figure/F4/"	""	"CL:0000624"	"PR:000001343, PR:000001919"	"1"	"1"	"17"	"154"	"28607114_17_154"
""	"CD8-positive, alpha-beta cytotoxic T cell & CD107a+, IFNg+, VZV-specific"	""	"subgroup older adults"	"60"	"80"	"years"	"33"	"peripheral blood mononuclear cell"	"CL:2000001"	"cytotoxic T lymphocytes VZV-specific CD8+ IFNg+ CD107a+"	"cell type frequency"	"negatively correlated"	"VZV-specific CD8+CD69+CD57+PD1+ at 7d vs 0d"	"time of vaccination (first dose)"	"7"	"days"	"Zostavax"	"VO:0000124"	"ex-vivo restimulation with live VZV"	"human alphaherpesvirus 3"	""	""	""	""	"28607114"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/"	"Fig 4"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5505810/figure/F4/"	""	"CL:0000794"	"PR:000002060, PR:000000017"	"1"	"1"	"18"	"155"	"28607114_18_155"
""	"neutrophil; monocyte"	""	""	"18"	"49"	"years"	"20"	"blood"	"UBERON:0000178"	"neutrophil; monocyte"	"cell type frequency"	"up"	"1d vs 0d"	"time of vaccination (first dose)"	"1"	"day"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO:0004903"	""	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"AS03 (VO_0001320)"	"subcutaneous"	""	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"Fig A212-213 and Tables A161-A162 in S2 Text"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/#pone.0167488.s012"	""	"CL:0000775"	""	"2"	"2"	"1"	"156"	"28099485_1_156"
""	"monocyte; dendritic cell"	""	""	"18"	"49"	"years"	"20"	"blood"	"UBERON:0000178"	"monocyte; dendritic cell"	"cell type frequency"	"up"	"3d vs 0d"	"time of vaccination (first dose)"	"3"	"days"	"inactivated monovalent influenza A/Indonesia/05/2005 H5N1 split-virus vaccine"	"VO:0004903"	""	"influenza A virus (A/Indonesia/5/2005(H5N1))"	"2005mv"	"AS03 (VO_0001320)"	"subcutaneous"	""	"28099485"	"2017"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/"	"Fig A212-213 and Tables A161-A162 in S2 Text"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5242433/#pone.0167488.s012"	""	"CL:0000576"	""	"2"	"2"	"2"	"157"	"28099485_2_157"
""	"CD14-positive, CD16-positive monocyte & HLA-DR++; B cell & CD19+, CD69+; CD8-positive, alpha-beta T cell & CXCR4+; CD8-positive, alpha-beta T cell & CD69+; CD4-positive, alpha-beta T cell & CCR5+; CD4-positive, alpha-beta T cell & CD54+; CD4-positive, alpha-beta T cell & CD69+"	""	""	"21"	"51"	"years"	"20"	"blood"	"UBERON:0000178"	"CD16+ HLA-DR++ CD14+ monocytes; CD69+ CD19+ B-cells; CXCR4+ CD8+ T-cells; CD69+ CD8+ T-cells; CCR5+ CD4+ T-cells; CD54+ CD4+ T-cells; CD69+ CD4+ T-cells"	"cell type frequency"	"up"	"3d vs 0d"	"time of vaccination (first dose)"	"3"	"days"	"Influenza A (H1N1) 2009 Monovalent Vaccine (Sanofi Pasteur)"	"VO:0000160"	""	"influenza A virus (A/California/7/2009(H1N1))"	"2009mv"	""	"subcutaneous"	""	"28549970"	"2017"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub"	"Fig 2: grey bars"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub#fig2"	""	"CL:0002397"	""	"7"	"7"	"1"	"158"	"28549970_1_158"
""	"natural killer cell & CD56+, CD16+; natural killer cell & CD16+, CD56+, CD3+; CD4-positive, alpha-beta T cell & HLA-DR+; CD8-positive, alpha-beta T cell & HLA-DR+"	""	""	"21"	"51"	"years"	"20"	"blood"	"UBERON:0000178"	"CD16+ CD56+ CD3- Natural Killer cells; CD16+ CD56+ CD3+ Natural Killer cells; HLA-DR+ CD4+ T-cells; HLA-DR+ CD8+ T-cells"	"cell type frequency"	"down"	"3d vs 0d"	"time of vaccination (first dose)"	"3"	"days"	"Influenza A (H1N1) 2009 Monovalent Vaccine (Sanofi Pasteur)"	"VO:0000160"	""	"influenza A virus (A/California/7/2009(H1N1))"	"2009mv"	""	"subcutaneous"	""	"28549970"	"2017"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub"	"Fig 2: grey bars"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub#fig2"	""	"CL:0000623"	"PR:000001024, PR:000001483"	"4"	"4"	"2"	"159"	"28549970_2_159"
""	"B cell & CD19+, CD69+; CD4-positive, alpha-beta T cell & CCR3+; CD4-positive, alpha-beta T cell & CCR5+; CD8-positive, alpha-beta T cell & CXCR4+"	""	""	"21"	"51"	"years"	"20"	"blood"	"UBERON:0000178"	"CD69+ CD19+ B-cells; CCR3+ CD4+ T-cells; CCR5+ CD4+ T-cells; CXCR4+ CD8+ T-cells"	"cell type frequency"	"up"	"7d vs 0d"	"time of vaccination (first dose)"	"7"	"days"	"Influenza A (H1N1) 2009 Monovalent Vaccine (Sanofi Pasteur)"	"VO:0000160"	""	"influenza A virus (A/California/7/2009(H1N1))"	"2009mv"	""	"subcutaneous"	""	"28549970"	"2017"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub"	"Fig 2: grey bars"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub#fig2"	""	"CL:0000236"	"PR:000001002, PR:000001343"	"4"	"4"	"3"	"160"	"28549970_3_160"
""	"CD14-positive, CD16-positive monocyte & HLA-DR++; CD14-positive monocyte & CCR2+; natural killer cell & CD16+, CD56+, CD3+; CD4-positive, alpha-beta T cell & CD69+; CD4-positive, CD25-positive, alpha-beta regulatory T cell & CD25-hi; CD4-positive, alpha-beta T cell & HLA-DR+; CD8-positive, alpha-beta T cell & HLA-DR+; CD8-positive, alpha-beta T cell & CD38+"	""	""	"21"	"51"	"years"	"20"	"blood"	"UBERON:0000178"	"HLA-DR++ CD16+ CD14+ monocytes; CCR2+ CD14+ monocytes; CD16+ CD56+ CD3+ Natural Killer cells; CD69+ CD4+ T-cells; CD25high CD4+ T-cells; HLA-DR+ CD4+ T-cells; HLA-DR+ CD8+ T-cells; CD38+ CD8+ T-cells"	"cell type frequency"	"down"	"7d vs 0d"	"time of vaccination (first dose)"	"7"	"days"	"Influenza A (H1N1) 2009 Monovalent Vaccine (Sanofi Pasteur)"	"VO:0000160"	""	"influenza A virus (A/California/7/2009(H1N1))"	"2009mv"	""	"subcutaneous"	""	"28549970"	"2017"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub"	"Fig 2: grey bars"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub#fig2"	""	"CL:0002397"	""	"8"	"8"	"4"	"161"	"28549970_4_161"
""	"CD14-positive, CD16-positive monocyte & HLA-DR++; CD4-positive, CD25-positive, alpha-beta regulatory T cell; CD4-positive, alpha-beta T cell & CCR3+; CD4-positive, alpha-beta T cell & CCR5+; CD4-positive, alpha-beta T cell & CXCR3+; CD8-positive, alpha-beta T cell & CD69+; CD8-positive, CD25-positive, alpha-beta regulatory T cell; CD8-positive, alpha-beta T cell & CCR3+; B cell, CD19-positive & CD5+; B cell & CD19+, CD69+"	""	""	"21"	"51"	"years"	"20"	"blood"	"UBERON:0000178"	"HLA-DR++ CD16+ CD14+ monocytes; CD25+ CD4+ T-cells; CCR3+ CD4+ T-cells; CCR5+ CD4+ T-cells; CXCR3+ CD4+ T-cells; CD69+ CD8+ T-cells; CD25+ CD8+ T-cells; CCR3+ CD8+ T-cells; CD5+ CD19+ B-cells; CD69+ CD19+ B-cells"	"cell type frequency"	"up"	"30d vs 0d"	"time of vaccination (first dose)"	"30"	"days"	"Influenza A (H1N1) 2009 Monovalent Vaccine (Sanofi Pasteur)"	"VO:0000160"	""	"influenza A virus (A/California/7/2009(H1N1))"	"2009mv"	""	"subcutaneous"	""	"28549970"	"2017"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub"	"Fig 2: grey bars"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub#fig2"	""	"CL:0002397"	""	"10"	"10"	"5"	"162"	"28549970_5_162"
""	"CD4-positive, alpha-beta T cell & CD54+; CD4-positive, alpha-beta T cell & CXCR4+; CD8-positive, alpha-beta T cell & CD38+; CD14-positive monocyte & CCR5+"	""	""	"21"	"51"	"years"	"20"	"blood"	"UBERON:0000178"	"CD54+ CD4+ T-cells; CXCR4+ CD4+ T-cells; CD38+ CD8+ T-cells; CCR5+ CD14+ monocytes"	"cell type frequency"	"down"	"30d vs 0d"	"time of vaccination (first dose)"	"30"	"days"	"Influenza A (H1N1) 2009 Monovalent Vaccine (Sanofi Pasteur)"	"VO:0000160"	""	"influenza A virus (A/California/7/2009(H1N1))"	"2009mv"	""	"subcutaneous"	""	"28549970"	"2017"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub"	"Fig 2: grey bars"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub#fig2"	""	"CL:0000624"	"PR:000001467"	"4"	"4"	"6"	"163"	"28549970_6_163"
""	"CD14-positive monocyte & CD64+; CD14-positive monocyte & CCR2+; CD14-positive monocyte & CCR5+; CD14-positive monocyte; B cell & CD19+; B cell, CD19-positive & CD5+; CD4-positive, alpha-beta T cell & CD69+; CD4-positive, alpha-beta T cell & HLA-DR+; CD4-positive, alpha-beta T cell & CCR3+; CD4-positive, alpha-beta T cell & CCR5+; CD4-positive, alpha-beta T cell & CXCR4+; CD8-positive, alpha-beta T cell & HLA-DR+; CD8-positive, alpha-beta T cell & CXCR3+; CD8-positive, alpha-beta T cell & CXCR4+"	""	""	"21"	"51"	"years"	"20"	"blood"	"UBERON:0000178"	"CD64+ CD14+ monocytes; CCR2+ CD14+ monocytes; CCR5+ CD14+ monocytes; CD14+ monocytes; CD19+ B-cells; CD5+ CD19+ B-cells; CD69+ CD4+ T-cells; HLA-DR+ CD4+ T-cells; CCR3+ CD4+ T-cells; CCR5+ CD4+ T-cells; CXCR4+ CD4+ T-cells; HLA-DR+ CD8+ T-cells; CXCR3+ CD8+ T-cells; CXCR4+ CD8+ T-cells"	"cell type frequency"	"up"	"1d vs 0d"	"time of vaccination (first dose)"	"1"	"day"	"Pandemrix"	"VO:0000410"	""	"influenza A virus (A/California/7/2009(H1N1))"	"pan"	"AS03 (VO_0001320)"	"subcutaneous"	""	"28549970"	"2017"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub"	"Fig 2: black bars"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub#fig2"	""	"CL:0001054"	""	"14"	"14"	"7"	"164"	"28549970_7_164"
""	"CD8-positive, alpha-beta T cell & HLA-DR+; CD8-positive, alpha-beta T cell & CD69+; CD8-positive, alpha-beta T cell & CXCR4+; B cell & CD19+, CD69+; CD4-positive, alpha-beta T cell & HLA-DR+; CD4-positive, alpha-beta T cell & CD69+; CD4-positive, alpha-beta T cell & CXCR4+; CD4-positive, alpha-beta T cell & CCR3+; natural killer cell & CD16+, CD56+, CD3+"	""	""	"21"	"51"	"years"	"20"	"blood"	"UBERON:0000178"	"HLA-DR+ CD8+ T-cells; CD69+ CD8+ T-cells; CXCR4+ CD8+ T-cells; CD19+ CD69+ B-cells; HLA-DR+ CD4+ T-cells; CD69+ CD4+ T-cells; CXCR4+ CD4+ T-cells; CCR3+ CD4+ T-cells; CD16+ CD56+ CD3+ Natural Killer cells"	"cell type frequency"	"down"	"1d vs 0d"	"time of vaccination (first dose)"	"1"	"day"	"Influenza A (H1N1) 2009 Monovalent Vaccine (Sanofi Pasteur)"	"VO:0000160"	""	"influenza A virus (A/California/7/2009(H1N1))"	"2009mv"	""	"subcutaneous"	""	"28549970"	"2017"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub"	"Fig 2: grey bars"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub#fig2"	""	"CL:0000625"	""	"9"	"9"	"8"	"165"	"28549970_8_165"
""	"CD14-positive, CD16-positive monocyte & HLA-DR++; CD14-positive monocyte & CD64+; CD4-positive, alpha-beta T cell & CD69+; CD4-positive, alpha-beta T cell & CD54+; CD4-positive, alpha-beta T cell & CCR5+; CD4-positive, alpha-beta T cell & CXCR3+; CD8-positive, alpha-beta T cell & CD69+; CD8-positive, CD25-positive, alpha-beta regulatory T cell; CD8-positive, alpha-beta T cell & CCR3+"	""	""	"21"	"51"	"years"	"20"	"blood"	"UBERON:0000178"	"HLA-DR++ CD16+ CD14+ monocytes; CD64+ CD14+ monocytes; CD69+ CD4+ T-cells; CD54+ CD4+ T-cells; CCR5+ CD4+ T-cells; CXCR3+ CD4+ T-cells; CD69+ CD8+ T-cells; CD25+ CD8+ T-cells; CCR3+ CD8+ T-cells"	"cell type frequency"	"up"	"3d vs 0d"	"time of vaccination (first dose)"	"3"	"days"	"Pandemrix"	"VO:0000410"	""	"influenza A virus (A/California/7/2009(H1N1))"	"pan"	"AS03 (VO_0001320)"	"subcutaneous"	""	"28549970"	"2017"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub"	"Fig 2: grey bars"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub#fig2"	""	"CL:0002397"	""	"9"	"9"	"9"	"166"	"28549970_9_166"
""	"B cell & CD19+, CD69+"	""	""	"21"	"51"	"years"	"20"	"blood"	"UBERON:0000178"	"CD69+ CD19+ B-cells"	"cell type frequency"	"down"	"3d vs 0d"	"time of vaccination (first dose)"	"3"	"days"	"Pandemrix"	"VO:0000410"	""	"influenza A virus (A/California/7/2009(H1N1))"	"pan"	"AS03 (VO_0001320)"	"subcutaneous"	""	"28549970"	"2017"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub"	"Fig 2: grey bars"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub#fig2"	""	"CL:0000236"	"PR:000001002, PR:000001343"	"1"	"1"	"10"	"167"	"28549970_10_167"
""	"CD14-positive, CD16-positive monocyte & HLA-DR++; CD14-positive monocyte & CCR2+; CD4-positive, alpha-beta T cell & CD69+; CD4-positive, alpha-beta T cell & HLA-DR+; CD4-positive, alpha-beta T cell & CXCR3+; CD8-positive, alpha-beta T cell & CD69+; CD8-positive, CD25-positive, alpha-beta regulatory T cell; CD8-positive, alpha-beta T cell & HLA-DR+; CD8-positive, alpha-beta T cell & CCR3+"	""	""	"21"	"51"	"years"	"20"	"blood"	"UBERON:0000178"	"HLA-DR++ CD16+ CD14+ monocytes; CCR2+ CD14+ monocytes; CD69+ CD4+ T-cells; HLA-DR+ CD4+ T-cells; CXCR3+ CD4+ T-cells; CD69+ CD8+ T-cells; CD25+ CD8+ T-cells; HLA-DR+ CD8+ T-cells; CCR3+ CD8+ T-cells"	"cell type frequency"	"up"	"7d vs 0d"	"time of vaccination (first dose)"	"7"	"days"	"Pandemrix"	"VO:0000410"	""	"influenza A virus (A/California/7/2009(H1N1))"	"pan"	"AS03 (VO_0001320)"	"subcutaneous"	""	"28549970"	"2017"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub"	"Fig 2: black bars"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub#fig2"	""	"CL:0002397"	""	"9"	"9"	"11"	"168"	"28549970_11_168"
""	"natural killer cell & CD16+, CD56+, CD3+"	""	""	"21"	"51"	"years"	"20"	"blood"	"UBERON:0000178"	"CD16+ CD56+ CD3+ Natural Killer cells"	"cell type frequency"	"down"	"7d vs 0d"	"time of vaccination (first dose)"	"7"	"days"	"Pandemrix"	"VO:0000410"	""	"influenza A virus (A/California/7/2009(H1N1))"	"pan"	"AS03 (VO_0001320)"	"subcutaneous"	""	"28549970"	"2017"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub"	"Fig 2: black bars"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub#fig2"	""	"CL:0000623"	"PR:000001483, PR:000001024, PR:000001020 "	"1"	"1"	"12"	"169"	"28549970_12_169"
""	"CD14-positive, CD16-positive monocyte & HLA-DR++; CD14-positive monocyte & CD64+; CD14-positive monocyte & CCR2+; natural killer cell & CD56+, CD16+; CD4-positive, alpha-beta T cell & CXCR4+; CD8-positive, alpha-beta T cell & CXCR4+; B cell & CD32+, CD19+; CD8-positive, alpha-beta T cell & CD69+; CD8-positive, CD25-positive, alpha-beta regulatory T cell; CD8-positive, alpha-beta T cell & CCR3+"	""	""	"21"	"51"	"years"	"20"	"blood"	"UBERON:0000178"	"HLA-DR++ CD16+ CD14+ monocytes; CD64+ CD14+ monocytes; CCR2+ CD14+ monocytes; CD16+ CD56+ CD3- Natural Killer cells; CXCR4+ CD4+ T-cells; CXCR4+ CD8+ T-cells; CD32+ CD19+ B-cells; CD69+ CD8+ T-cells; CD25+ CD8+ T-cells; CCR3+ CD8+ T-cells"	"cell type frequency"	"up"	"30d vs 0d"	"time of vaccination (first dose)"	"30"	"days"	"Pandemrix"	"VO:0000410"	""	"influenza A virus (A/California/7/2009(H1N1))"	"pan"	"AS03 (VO_0001320)"	"subcutaneous"	""	"28549970"	"2017"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub"	"Fig 2: black bars"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub#fig2"	""	"CL:0002397"	""	"10"	"10"	"13"	"170"	"28549970_13_170"
""	"CD14-positive monocyte & (total); CD14-positive monocyte & CCR5+; natural killer cell & CD16+, CD56+, CD3+; CD4-positive, alpha-beta T cell & CD54+; CD4-positive, alpha-beta T cell & CCR3+; CD4-positive, alpha-beta T cell & CXCR4+; CD8-positive, alpha-beta T cell & CD54+"	""	""	"21"	"51"	"years"	"20"	"blood"	"UBERON:0000178"	"total CD14+ monocytes; CCR5+ CD14+ monocytes; CD16+ CD56+ CD3+ Natural Killer cells; CD54+ CD4+ T-cells; CCR3+ CD4+ T-cells; CXCR4+ CD4+ T-cells; CD54+ CD8+ T-cells"	"cell type frequency"	"down"	"30d vs 0d"	"time of vaccination (first dose)"	"30"	"days"	"Pandemrix"	"VO:0000410"	""	"influenza A virus (A/California/7/2009(H1N1))"	"pan"	"AS03 (VO_0001320)"	"subcutaneous"	""	"28549970"	"2017"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub"	"Fig 2: black bars"	"https://www.sciencedirect.com/science/article/pii/S0166354217300098?via%3Dihub#fig2"	""	"CL:0001054"	""	"7"	"7"	"14"	"171"	"28549970_14_171"
""	"plasma cell"	""	""	"18"	"64"	"years"	"178"	"peripheral blood mononuclear cell"	"CL:2000001"	"plasma cells"	"cell type frequency"	"up"	"1d vs -7d"	"time of vaccination (first dose)"	"1"	"day"	"Pandemrix"	"VO:0000410"	""	"influenza A virus (A/California/7/2009(H1N1))"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/"	"Fig 1C-D, Suppl Fig 5C"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F1/ https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/#SM"	"roughly 60/40 female:male ratio, over 70% were Causasian"	"CL:0000786"	""	"1"	"1"	"1"	"172"	"26726811_1_172"
""	"monocyte; monocyte & CD16-positive, inflammatory"	""	""	"18"	"64"	"years"	"178"	"peripheral blood mononuclear cell"	"CL:2000001"	"monocytes; CD16+ inflammatory monocytes"	"cell type frequency"	"up"	"1d  vs  prevax"	"time of vaccination (first dose)"	"1"	"day"	"Pandemrix"	"VO:0000410"	""	"influenza A virus (A/California/7/2009(H1N1))"	"pan"	"AS03 (GSK)"	""	""	"26726811"	"2016"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/"	"Fig 1C-D, Suppl Fig 5C"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/figure/F1/ https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6485475/#SM"	"roughly 60/40 female:male ratio, over 70% were Causasian"	"CL:0000576"	""	"2"	"2"	"2"	"173"	"26726811_2_173"
