"","submission_name","submission_date","template_name","response_component","curation_date","cohort","age_min","age_max","age_units","number_subjects","tissue_type","tissue_type_term_id","response_component_original","is_model","response_behavior_type","response_behavior","comparison","baseline_time_event","time_point","time_point_units","exposure_material_id","additional_exposure_material","target_pathogen_taxonid","vaccine_year","adjuvant","route","scheduling","publication_reference_id","publication_reference_url","publication_date","signature_source","signature_source_url","comments","response_comp_orig_cnt","response_comp_cnt","subm_obs_id","uniq_obs_id","row_key","signature_file","signature_file_complete"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","EMP1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","EMP1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","ABCC3","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","ABCC3","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","IGSF6","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","IGSF6","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","MGST1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","MGST1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","KIAA0930","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","KIAA0930","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","ITGAM","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","ITGAM","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","SDSL","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","SDSL","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","MMP19","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","MMP19","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","IFI30","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","IFI30","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","TM4SF19","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","TM4SF19","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","CCR1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","CCR1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","FPR3","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","FPR3","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","IL1R2","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","IL1R2","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","TKTL1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","TKTL1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","GCLC","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","GCLC","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","CD36","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","CD36","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","DAGLA","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","DAGLA","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","TNFRSF21","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","TNFRSF21","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","SLC1A3","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","SLC1A3","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","HMOX1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","HMOX1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","LGALS3","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","LGALS3","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","TNS3","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","TNS3","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","SPRED1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","SPRED1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","CTSB","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","CTSB","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","TIMP2","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","TIMP2","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","SPP1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","SPP1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","SLC49A3","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","SLC49A3","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","FLRT2","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","FLRT2","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","SLC37A2","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","SLC37A2","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","HSD3B7","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","HSD3B7","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","MNDA","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","MNDA","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","SCARB2","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","SCARB2","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","CAMK1","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","CAMK1","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","SLAMF8","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","SLAMF8","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
"","hipc_vac_gene_19239680_4","2009.02.26","hipc_vac_gene_19239680_4","CD9","","","10","10","weeks","","peripheral blood mononuclear cell","CL:2000001","CD9","N","gene expression","down","stimulated vs unstimulated","time of vaccination","10","weeks","VO:0003129","12 hour purified protein derivative of tuberculin (PPD)-stimulated PBMC","33892","","","","","19239680","https://www.ncbi.nlm.nih.gov/pubmed/?term=19239680","2009","Additional File 2, Tab B PPD","<a href = 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2654906/bin/1755-8794-2-10-S2.xls' target='_blank'>1755-8794-2-10-S2.xls</a>","PBMCs drawn at 10 weeks following immunization at birth","181","181","4","144","19239680_4_144","hipc_vac_gene_sig_19239680_4.txt","hipc_vac_gene_sig_complete_19239680_4.txt"
